modId:ID,name,version,author,pzVersion,description,:LABEL
MakeFriedFish,,Vanilla Foods Expanded,B42,60,,Recipe
MakeFriedTofu,,Vanilla Foods Expanded,B42,60,,Recipe
MakeMeatDumplings,,Vanilla Foods Expanded,B42,60,,Recipe
MakeShrimpDumplings,,Vanilla Foods Expanded,B42,60,,Recipe
MakePotatoPancakes,,Vanilla Foods Expanded,B42,60,,Recipe
Make2Bowls,,Vanilla Foods Expanded,B42,80,,Recipe
Make4Bowls,,Vanilla Foods Expanded,B42,80,,Recipe
Make2Plates,,Vanilla Foods Expanded,B42,80,,Recipe
Make4Plates,,Vanilla Foods Expanded,B42,80,,Recipe
MakeLemonadePitcher,,Vanilla Foods Expanded,B42,30,,Recipe
MakePinkLemonadePitcher,,Vanilla Foods Expanded,B42,30,,Recipe
MakeFruitPunchPitcher,,Vanilla Foods Expanded,B42,30,,Recipe
MakeCherryDrinkPitcher,,Vanilla Foods Expanded,B42,30,,Recipe
MakeGrapeDrinkPitcher,,Vanilla Foods Expanded,B42,30,,Recipe
MakeSweetTeaPitcher,,Vanilla Foods Expanded,B42,30,,Recipe
TakeTeaBagFromBox,,Vanilla Foods Expanded,B42,10,,Recipe
MakeVanillaProteinShake,,Vanilla Foods Expanded,B42,30,,Recipe
MakeChocolateProteinShake,,Vanilla Foods Expanded,B42,30,,Recipe
MakeStrawberryProteinShake,,Vanilla Foods Expanded,B42,30,,Recipe
MakeBananaProteinShake,,Vanilla Foods Expanded,B42,30,,Recipe
OpenBottleOfWine,,Vanilla Foods Expanded,B42,30,UncorkBottle,Recipe
OpenBottleOfBeer,,Vanilla Foods Expanded,B42,15,OpenBeerBottle,Recipe
PrepareShephardsPie,,Vanilla Foods Expanded,B42,200,,Recipe
PrepareTunaCasserole,,Vanilla Foods Expanded,B42,200,,Recipe
PrepareBakedZiti,,Vanilla Foods Expanded,B42,200,,Recipe
PrepareStuffedBellPeppers,,Vanilla Foods Expanded,B42,200,,Recipe
GetStuffedBellPeppers,,Vanilla Foods Expanded,B42,20,,Recipe
PrepareChickenPotPie,,Vanilla Foods Expanded,B42,200,,Recipe
PrepareMoussaka,,Vanilla Foods Expanded,B42,200,,Recipe
PrepareChickenDivan,,Vanilla Foods Expanded,B42,200,,Recipe
PrepareSalisburySteak,,Vanilla Foods Expanded,B42,200,,Recipe
PrepareFishandChips,,Vanilla Foods Expanded,B42,50,,Recipe
PrepareBangersandMash,,Vanilla Foods Expanded,B42,50,,Recipe
PrepareFullEnglishBreakfast,,Vanilla Foods Expanded,B42,50,,Recipe
PrepareHalfEnglishBreakfast,,Vanilla Foods Expanded,B42,50,,Recipe
PrepareScotchEgg,,Vanilla Foods Expanded,B42,100,,Recipe
PrepareSausageAndAppleFry,,Vanilla Foods Expanded,B42,200,,Recipe
PrepareBeansOnToast,,Vanilla Foods Expanded,B42,100,,Recipe
PrepareButterChicken,,Vanilla Foods Expanded,B42,200,,Recipe
PrepareThaiGreenCurry,,Vanilla Foods Expanded,B42,200,,Recipe
PrepareMassamanCurry,,Vanilla Foods Expanded,B42,200,,Recipe
PrepareChanaMasala,,Vanilla Foods Expanded,B42,200,,Recipe
PrepareSweetPotatoChickpeaCurry,,Vanilla Foods Expanded,B42,200,,Recipe
PrepareTofuCurry,,Vanilla Foods Expanded,B42,200,,Recipe
PrepareLasagna,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareMeatloaf,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareBakedPotato,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareScallopedPotatoBake,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareQuiche,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareNachos,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareEnchilada,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareCheesecake,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareMilkshakeVanilla,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareMilkshakeChocolate,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareMilkshakeChocolateChip,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareMilkshakeStrawberry,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareMilkshakeNeapolitan,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareMilkshakeButterPecan,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareMilkshakeMintChocolateChip,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareMilkshakeCookiesAndCream,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareMilkshakeRockyRoad,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareMilkshakePistachio,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareSushi,,Vanilla Foods Expanded,B42,80,,Recipe
PrepareFriedRice,,Vanilla Foods Expanded,B42,80,,Recipe
GetBakedPotato,,Vanilla Foods Expanded,B42,20,,Recipe
SliceCheesecake,,Vanilla Foods Expanded,B42,20,SliceFood_Surface,Recipe
MakeSpiceRackSmallLight,,Vanilla Foods Expanded,B42,60,MakingHammer_Surface,Recipe
MakeSpiceRackSmallDark,,Vanilla Foods Expanded,B42,60,MakingHammer_Surface,Recipe
MakeSpiceRackLargeLight,,Vanilla Foods Expanded,B42,60,MakingHammer_Surface,Recipe
MakeSpiceRackLargeDark,,Vanilla Foods Expanded,B42,60,MakingHammer_Surface,Recipe
VFX_MakeSmallGlassJar,,Vanilla Foods Expanded,B42,100,Craft_Glassmaking,Recipe
VFX_MakeBeerBottle,,Vanilla Foods Expanded,B42,120,Craft_Glassmaking,Recipe
VFX_MakeWineBottle,,Vanilla Foods Expanded,B42,120,Craft_Glassmaking,Recipe
VFX_MakeJamJar,,Vanilla Foods Expanded,B42,120,Craft_Glassmaking,Recipe
VFX_MakeJarWithLid,,Vanilla Foods Expanded,B42,10,,Recipe
VFX_SeperateJarWithLid,,Vanilla Foods Expanded,B42,10,,Recipe
VFX_MakeSmallJarWithLid,,Vanilla Foods Expanded,B42,10,,Recipe
VFX_SeperateSmallJarWithLid,,Vanilla Foods Expanded,B42,10,,Recipe
VFX_MakeBottleCaps,,Vanilla Foods Expanded,B42,250,SawSmallItemMetal,Recipe
VFX_MakeWineCorks,,Vanilla Foods Expanded,B42,200,SharpenStakeWood,Recipe
VFX_WeldingMakeMetalFoodContainer,,Vanilla Foods Expanded,B42,150,Welding,Recipe
VFX_MakeWoodenCheeseMold,,Vanilla Foods Expanded,B42,150,Making,Recipe
VFX_MakeHeavyCream,,Vanilla Foods Expanded,B42,240,MixingBowl,Recipe
VFX_MakeSourCream,,Vanilla Foods Expanded,B42,120,MixingBowl,Recipe
VFX_MakeEvaporatedMilkPreparation,,Vanilla Foods Expanded,B42,15,,Recipe
VFX_GetEvaporatedMilk,,Vanilla Foods Expanded,B42,15,,Recipe
VFX_MakeCulturedButtermilk,,Vanilla Foods Expanded,B42,60,MixingBowl,Recipe
VFX_MakeYogurtPreparation,,Vanilla Foods Expanded,B42,15,,Recipe
VFX_MakeYogurt,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_MakeGreekYogurt,,Vanilla Foods Expanded,B42,60,MixingBowl,Recipe
VFX_MakeIceCream,,Vanilla Foods Expanded,B42,180,MixingBowl,Recipe
VFX_CutCheeseWheeel,,Vanilla Foods Expanded,B42,30,SliceFood_Surface,Recipe
VFX_MakeCottageCheesePreparation,,Vanilla Foods Expanded,B42,30,,Recipe
VFX_StrainCottageCheese,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_MakeCreamCheese,,Vanilla Foods Expanded,B42,30,,Recipe
VFX_MakeFrenchCheeseCurds,,Vanilla Foods Expanded,B42,30,,Recipe
VFX_PressBrieCheese,,Vanilla Foods Expanded,B42,120,MixingBowl,Recipe
VFX_PressCamembertCheese,,Vanilla Foods Expanded,B42,120,MixingBowl,Recipe
VFX_PressMozzarellaCheeseCurds,,Vanilla Foods Expanded,B42,60,MixingBowl,Recipe
VFX_StretchMozzarella,,Vanilla Foods Expanded,B42,30,MixingBowl,Recipe
VFX_MakeSwissCheeseCurds,,Vanilla Foods Expanded,B42,45,,Recipe
VFX_PressSwissCheese,,Vanilla Foods Expanded,B42,180,MixingBowl,Recipe
VFX_MakeParmesanCheeseCurds,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_PressParmesanCheese,,Vanilla Foods Expanded,B42,240,MixingBowl,Recipe
VFX_MakeFetaCurds,,Vanilla Foods Expanded,B42,45,,Recipe
VFX_PressFetaCheese,,Vanilla Foods Expanded,B42,180,MixingBowl,Recipe
VFX_MakeBlueCheeseCurds,,Vanilla Foods Expanded,B42,45,,Recipe
VFX_PressBlueCheese,,Vanilla Foods Expanded,B42,180,MixingBowl,Recipe
VFX_MakeCheddarCheeseCurds,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_PressCheddarCheese,,Vanilla Foods Expanded,B42,240,MixingBowl,Recipe
VFX_MakeBeerBreadToast,,Vanilla Foods Expanded,B42,20,Making,Recipe
VFX_MakeMilkBreadToast,,Vanilla Foods Expanded,B42,20,Making,Recipe
VFX_MakeBriocheToast,,Vanilla Foods Expanded,B42,20,Making,Recipe
VFX_MakeFocacciaBreadToast,,Vanilla Foods Expanded,B42,20,Making,Recipe
VFX_MakeBarleyBreadToast,,Vanilla Foods Expanded,B42,20,Making,Recipe
VFX_MakeBarleySourdoughToast,,Vanilla Foods Expanded,B42,20,Making,Recipe
VFX_MakeRyeBreadToast,,Vanilla Foods Expanded,B42,20,Making,Recipe
VFX_MakeRyeSourdoughToast,,Vanilla Foods Expanded,B42,20,Making,Recipe
VFX_MakePumpernickelToast,,Vanilla Foods Expanded,B42,20,Making,Recipe
VFX_PrepareSlowCookedBoneBroth,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeSourdoughHotDog,,Vanilla Foods Expanded,B42,15,,Recipe
VFX_MakeSausageHotdog,,Vanilla Foods Expanded,B42,15,,Recipe
VFX_MakeSourdoughSausageHotdog,,Vanilla Foods Expanded,B42,15,,Recipe
VFX_MakeSandwich,,Vanilla Foods Expanded,B42,40,,Recipe
VFX_MakeWaffles,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_MakeBagelDough,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_MakeBagels,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_MakeCornbread,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_MakeCroissantDough,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_MakeCroissants,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_MakeTortillas,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeDoughnutDough,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_MakeChocolateDoughnut,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_MakeSourdoughStarter,,Vanilla Foods Expanded,B42,30,,Recipe
VFX_FeedSourdoughStarter,,Vanilla Foods Expanded,B42,30,,Recipe
VFX_MakeSourdough,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeSourdoughBaguette,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeSourdoughHamburgerBuns,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeSourdoughHotdogBuns,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeSourdoughBreadsticks,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeHamburgerBuns,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeHotdogBuns,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeBrioche,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeBeerBread,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeMilkBread,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeFrybread,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeEnglishMuffins,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakePitaBread,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeFocaccia,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeNaanBread,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeCrumpets,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeBreadsticks,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakePretzels,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeRyeBread,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeRyeSourdough,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakePumpernickel,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeBarleyBread,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeBarleySourdough,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeFlatbread,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeSoupDumplings,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeScones,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakePizzaDough,,Vanilla Foods Expanded,B42,100,,Recipe
VFX_MakeSourdoughPizzaDough,,Vanilla Foods Expanded,B42,100,,Recipe
VFX_MakeFlatbreadPizzaDough,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeHomemadePasta,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeHomemadeGnocchi,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MillRyeFlour,,Vanilla Foods Expanded,B42,100,UseStoneQuern,Recipe
VFX_GrindRyeFlour,,Vanilla Foods Expanded,B42,300,UseStoneQuern,Recipe
VFX_MillBarleyFlour,,Vanilla Foods Expanded,B42,100,UseStoneQuern,Recipe
VFX_GrindBarleyFlour,,Vanilla Foods Expanded,B42,300,UseStoneQuern,Recipe
VFX_GrindOatFlour,,Vanilla Foods Expanded,B42,300,UseStoneQuern,Recipe
VFX_GrindAcornFlour,,Vanilla Foods Expanded,B42,300,UseStoneQuern,Recipe
VFX_GrindFlourMortarPestle,,Vanilla Foods Expanded,B42,600,,Recipe
VFX_GrindAcornFlourMortarPestle,,Vanilla Foods Expanded,B42,600,,Recipe
MakeSugarBeetPulpPot,,Vanilla Foods Expanded,B42,60,SliceFood_Surface,Recipe
GetSugarBeetSugar,,Vanilla Foods Expanded,B42,30,Making,Recipe
GetSugarBeetMolasses,,Vanilla Foods Expanded,B42,20,Making,Recipe
VFX_PrepareHomemadeJam,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PrepareHomemadeButter,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PreparePowderedSugar,,Vanilla Foods Expanded,B42,150,,Recipe
VFX_PrepareBrownSugar,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeBreadcrumbs,,Vanilla Foods Expanded,B42,60,SliceFood_Surface,Recipe
VFX_MakeBreadcrumbsCooked,,Vanilla Foods Expanded,B42,60,SliceFood_Surface,Recipe
VFX_MakeTomatoPulp,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_GetTomatoPaste,,Vanilla Foods Expanded,B42,15,,Recipe
VFX_PrepareHomemadeSauceTomato,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PrepareHomemadeSauceOil,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PrepareHomemadeSauceCream,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PrepareHomemadeSauceStock,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PrepareHomemadeSauceVinegar,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakePizza,,Vanilla Foods Expanded,B42,100,,Recipe
VFX_MakeFriedFood,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_MakeDumplingWrappers,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_MakeMeatDumplings,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_MakeShrimpDumplings,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_MakePotatoPancakes,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_MakeGravyStock,,Vanilla Foods Expanded,B42,60,,Recipe
VFX_MakeVinegarStarterBeer,,Vanilla Foods Expanded,B42,30,,Recipe
VFX_MakeVinegarStarterWine,,Vanilla Foods Expanded,B42,30,,Recipe
VFX_MakeVinegarStarterSpirits,,Vanilla Foods Expanded,B42,30,,Recipe
VFX_MakeVinegarPreparation,,Vanilla Foods Expanded,B42,30,,Recipe
VFX_MakeVinegarYeast,,Vanilla Foods Expanded,B42,30,,Recipe
VFX_MakeVinegarAlcohol,,Vanilla Foods Expanded,B42,30,,Recipe
VFX_MakePotMash,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeJarBeerPreparation,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeHomemadeBeer,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_SealHomemadeBeer,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeJarWinePreparation,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_SealHomemadeWine,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_MakeYeastStarter,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_FeedYeastStarter,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PrepareMinceMeat,,Vanilla Foods Expanded,B42,300,SliceFood_Surface,Recipe
VFX_PreparePatty,,Vanilla Foods Expanded,B42,30,SliceFood_Surface,Recipe
VFX_PrepareMeatball,,Vanilla Foods Expanded,B42,6,SliceFood_Surface,Recipe
VFX_SplitChickenLeg,,Vanilla Foods Expanded,B42,15,SliceFood_Surface,Recipe
VFX_PreparePacketPastaCopper,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PreparePacketRiceCopper,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PrepareFreshPastaSaucepanCopper,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PrepareFreshPastaPotForged,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PreparePastaSaucepan,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PreparePastaSaucepanCopper,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PreparePastaPot,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PreparePastaPotForged,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PrepareRiceSaucepan,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PrepareRiceSaucepanCopper,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PrepareRicePot,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_PrepareRicePotForged,,Vanilla Foods Expanded,B42,50,,Recipe
VFX_UnpackStarterBox,,Vanilla Foods Expanded,B42,15,UnPackBox,Recipe
VFX_UnpackStarterBoxVariety,,Vanilla Foods Expanded,B42,15,UnPackBox,Recipe
VFX_UnpackCheeseKit,,Vanilla Foods Expanded,B42,15,UnPackBox,Recipe
VFX_UnpackCheeseKitItalian,,Vanilla Foods Expanded,B42,15,UnPackBox,Recipe
VFX_UnpackCheeseKitBlue,,Vanilla Foods Expanded,B42,15,UnPackBox,Recipe
VFX_UnpackCheeseKitMaster,,Vanilla Foods Expanded,B42,15,UnPackBox,Recipe
VFX_MakeCannedBowl,,Vanilla Foods Expanded,B42,80,,Recipe
VFX_MakeFoodContainer,,Vanilla Foods Expanded,B42,10,,Recipe
VFX_MakeMetalFoodContainer,,Vanilla Foods Expanded,B42,10,,Recipe
GetAZomboxolone,,TheyKnew [B42],B42,15,Making,Recipe
GetAZomboxycycline,,TheyKnew [B42],B42,15,Making,Recipe
AssembleLegendarySatchel_Grey,,LegendarySatchel,B42,1200,SewingCloth,Recipe
AssembleLegendarySatchel_Green,,LegendarySatchel,B42,1200,SewingCloth,Recipe
AssembleLegendarySatchel_Brown,,LegendarySatchel,B42,1200,SewingCloth,Recipe
AssembleLegendarySatchel_Black,,LegendarySatchel,B42,1200,SewingCloth,Recipe
AssembleLegendarySatchel_Pink,,LegendarySatchel,B42,1200,SewingCloth,Recipe
AssembleLegendarySatchel_Orange,,LegendarySatchel,B42,1200,SewingCloth,Recipe
AssembleLegendarySatchel_Purple,,LegendarySatchel,B42,1200,SewingCloth,Recipe
AssembleLegendarySatchel_Blue,,LegendarySatchel,B42,1200,SewingCloth,Recipe
AssembleLegendarySatchel_Red,,LegendarySatchel,B42,1200,SewingCloth,Recipe
AssembleLegendarySatchel_White,,LegendarySatchel,B42,1200,SewingCloth,Recipe
AssembleLegendarySatchel_Yellow,,LegendarySatchel,B42,1200,SewingCloth,Recipe
CraftFlashlightBelt9tz,,HangLight,B41,30.0,,Recipe
CraftHandTorchBelt9tz,,HangLight,B41,30.0,,Recipe
CraftFlashlight9tz,,HangLight,B41,30.0,,Recipe
CraftHandTorch9tz,,HangLight,B41,30.0,,Recipe
OpenSparklersBox,,BravensThrowables,B41,510.0,,Recipe
OpenSpiffoBox,,Spiffomon42,B42,15,OpenAmmoBox,Recipe
RepairSpiffo,,Spiffomon42,B42,30,Sew,Recipe
85pontiacParisienneMakeHood,,85pontiacParisienne,B42,200,Welding,Recipe
85pontiacParisienneMakeTrunkLid,,85pontiacParisienne,B42,200,Welding,Recipe
85pontiacParisienneMakeFrontSeat,,85pontiacParisienne,B42,200,Making,Recipe
85pontiacParisienneMakeRearSeat,,85pontiacParisienne,B42,200,Making,Recipe
85pontiacParisienneMakeFrontBumper,,85pontiacParisienne,B42,200,Welding,Recipe
85pontiacParisienneMakeReinforcedFrontBumper,,85pontiacParisienne,B42,200,Making,Recipe
85pontiacParisienneMakeRearBumper,,85pontiacParisienne,B42,200,Welding,Recipe
93fordCF8000MakeTire,,93fordElgin,B42,200,Making,Recipe
93fordCF8000MakeDoubleTires,,93fordElgin,B42,250,Making,Recipe
93fordCF8000DismantleDoubleTires,,93fordElgin,B42,250,Making,Recipe
93fordCF8000MakeHood,,93fordElgin,B42,200,Welding,Recipe
93fordCF8000MakeFrontDoor,,93fordElgin,B42,200,Welding,Recipe
93fordCF8000MakeFrontSeat,,93fordElgin,B42,200,Making,Recipe
93fordCF8000MakeFrontWindshield,,93fordElgin,B42,200,Making,Recipe
93fordCF8000MakeFrontSideWindow,,93fordElgin,B42,200,Making,Recipe
93fordCF8000MakeRearWindshield,,93fordElgin,B42,200,Making,Recipe
93fordCF8000MakeMuffler,,93fordElgin,B42,200,Welding,Recipe
93fordCF8000MakeSweepingBrushes,,93fordElgin,B42,200,Welding,Recipe
93fordCF8000MakeFrontWindshieldArmor,,93fordElgin,B42,200,Welding,Recipe
93fordCF8000MakeFrontWindowArmor,,93fordElgin,B42,200,Welding,Recipe
93fordCF8000MakeRearWindshieldArmor,,93fordElgin,B42,200,Welding,Recipe
93fordCF8000MakeReinforcedFrontBumper,,93fordElgin,B42,200,Welding,Recipe
88ChevyS10MakeHood,,88chevyS10,B42,200,Welding,Recipe
88ChevyS10MakeFrontDoor,,88chevyS10,B42,200,Welding,Recipe
88ChevyS10MakeTrunkLid,,88chevyS10,B42,200,Welding,Recipe
88ChevyS10MakeTopTrunkLid,,88chevyS10,B42,200,Welding,Recipe
88ChevyS10MakeFrontWindshield,,88chevyS10,B42,200,Making,Recipe
88ChevyS10MakeFrontSideWindow,,88chevyS10,B42,200,Making,Recipe
88ChevyS10MakeRearWindshield,,88chevyS10,B42,200,Making,Recipe
88ChevyS10MakeFrontBumper,,88chevyS10,B42,200,Welding,Recipe
88ChevyS10MakeRearBumper,,88chevyS10,B42,200,Welding,Recipe
88ChevyS10MakeReinforcedFrontBumper,,88chevyS10,B42,200,Welding,Recipe
88ChevyS10MakeBedCap,,88chevyS10,B42,200,Welding,Recipe
制作土豆泥,,comprehensive,B41,150.0,,Recipe
制作工程大锤,,comprehensive,B41,300.0,,Recipe
制作伐木斧,,comprehensive,B41,300.0,,Recipe
制作单手斧,,comprehensive,B41,300.0,,Recipe
制作劣质棒球棒,,comprehensive,B41,150.0,,Recipe
制作烤盘,,comprehensive,B41,220.0,,Recipe
拆解弹夹,,comprehensive,B41,40.0,,Recipe
拆解大弹夹,,comprehensive,B41,40.0,,Recipe
树枝换松果,,comprehensive,B41,50.0,,Recipe
MakeEnginePart,,DIY_VehicleParts!,B41,50.0,,Recipe
86fordE150MakeTire,,86fordE150,B42,200,Making,Recipe
86fordE150MakeHood,,86fordE150,B42,200,Welding,Recipe
86fordE150MakeFrontDoor,,86fordE150,B42,200,Welding,Recipe
86fordE150MakeRearDoor,,86fordE150,B42,200,Welding,Recipe
86fordE150MakeRearDoorWin,,86fordE150,B42,200,Welding,Recipe
86fordE150MakeTrunkLid,,86fordE150,B42,200,Welding,Recipe
86fordE150MakeFrontSeat,,86fordE150,B42,200,Making,Recipe
86fordE150MakeFrontWindshield,,86fordE150,B42,200,Making,Recipe
86fordE150MakeFrontSideWindow,,86fordE150,B42,200,Making,Recipe
86fordE150MakeRearSideWindow,,86fordE150,B42,200,Making,Recipe
86fordE150MakeRearWindshield,,86fordE150,B42,200,Making,Recipe
86fordE150MakeFrontWindshieldArmor,,86fordE150,B42,200,Welding,Recipe
86fordE150MakeFrontWindowArmor,,86fordE150,B42,200,Welding,Recipe
86fordE150MakeRearWindowArmor,,86fordE150,B42,200,Welding,Recipe
86fordE150MakeRearWindshieldArmor,,86fordE150,B42,200,Welding,Recipe
86fordE150MakeFrontBumper,,86fordE150,B42,200,Welding,Recipe
86fordE150MakeFrontBullbar,,86fordE150,B42,200,Welding,Recipe
86fordE150MakeReinforcedFrontBumper,,86fordE150,B42,200,Making,Recipe
86fordE150MakeRearBumper,,86fordE150,B42,200,Welding,Recipe
86fordE150MakeRoofrack,,86fordE150,B42,200,Welding,Recipe
vacsOpenPackOfSoda,,vacs_drinks,B42,40,Making,Recipe
vacsPackSoda,,vacs_drinks,B42,40,PackingBox,Recipe
vacsOpenCanOfBeverage,,vacs_drinks,B42,10,OpenPopCan,Recipe
vacsMakeCanPipe,,vacs_drinks,B42,60,Making,Recipe
MakeImprovisedFlashlightSilencer,,FirearmsBETA,B42,200,Making,Recipe
MakeImprovisedBottleSilencer,,FirearmsBETA,B42,200,Making,Recipe
ToggleStock,,FirearmsBETA,B42,3,,Recipe
firearmsSawOffRifle,,FirearmsBETA,B42,200,SawOffShotgun,Recipe
firearmsSawOffShotgun,,FirearmsBETA,B42,200,SawOffShotgun,Recipe
RepairFirearm,,FirearmsBETA,B42,180,CraftWeapon1H,Recipe
RepairFirearmImprovised,,FirearmsBETA,B42,180,CraftWeapon1H,Recipe
ConvertAmmo,,FirearmsBETA,B42,1,,Recipe
firearmsOpenBoxOfBullets50,,FirearmsBETA,B42,15,OpenAmmoBox,Recipe
firearmsOpenBoxOfBullets20,,FirearmsBETA,B42,15,OpenAmmoBox,Recipe
firearmsPlaceAmmoInBox,,FirearmsBETA,B42,15,PlaceAmmoInBox,Recipe
firearmsOpenCartonOfBullets,,FirearmsBETA,B42,50,UnPackBox,Recipe
firearmsPlaceBoxesOfAmmoInCarton,,FirearmsBETA,B42,50,OpenAmmoBox,Recipe
PutGripOnRIS,,Firearms,B42,5,Making,Recipe
RemoveGripRISAdapter,,Firearms,B42,5,Making,Recipe
ExtendStock,,Firearms,B42,15,,Recipe
DetractStock,,Firearms,B42,15,,Recipe
Place223AmmoInBox,,Firearms,B42,15,PlaceAmmoInBox,Recipe
Place308AmmoInBox,,Firearms,B42,15,PlaceAmmoInBox,Recipe
Place762x51AmmoInBox,,Firearms,B42,15,PlaceAmmoInBox,Recipe
Place762x39AmmoInBox,,Firearms,B42,15,PlaceAmmoInBox,Recipe
Place10mmBulletsInBox,,Firearms,B42,15,PlaceAmmoInBox,Recipe
PlaceBullets22InBox,,Firearms,B42,15,PlaceAmmoInBox,Recipe
Place45AutoBulletsInBox,,Firearms,B42,15,PlaceAmmoInBox,Recipe
